;bwnr;bauwerksname;ort;zn;x [m] UTM32;y [m] UTM32;Bez_Sachverhalt;Str_Kl;Str_Nr
32679;7435650-3;Brücke A 9 über ÖFWW bei Geisenhausen (64)/Brücke Überbau 1. Verbreiterung FR München (64);Geisenhausen;2,0;690983,0;5381638,0;*O:;A;9
32680;7435652-1;Brücke A 9 über K PAF9, Talbrücke Holledau (66)/Brücke Überbau FR Nürnberg (66);Geisenhausen;2,3;691191,0;5380870,0;*O:;A;9
32681;7435652-2;Brücke A 9 über K PAF9, Talbrücke Holledau (66)/Brücke Überbau FR München (66);Geisenhausen;2,5;691191,0;5380870,0;*O:;A;9
32682;7435654-1;Brücke A 9 über GVS Preinerszell-Altkaslehen (71)/Brücke Überbau 1. Verbreiterung FR Nürnberg (71);Altkaslehen;1,0;691307,0;5378504,0;*O:;A;9
32683;7435654-2;Brücke A 9 über GVS Preinerszell-Altkaslehen (71)/Brücke Überbau Mitte FR Nü. + Mü. (71);Altkaslehen;1,9;691307,0;5378504,0;*O:;A;9
32684;7435654-3;Brücke A 9 über GVS Preinerszell-Altkaslehen (71)/Brücke Überbau 1. Verbreiterung FR München (71);Altkaslehen;2,3;691307,0;5378504,0;*O:;A;9
32685;7435655-1;Brücke A 9 über GVS Frickendorf-Pfaffenhofen (73)/Brücke Überbau 1. Verbreiterung FR Nürnberg (73);Frickendorf;1,6;690741,0;5377438,0;*O:;A;9
32686;7435655-2;Brücke A 9 über GVS Frickendorf-Pfaffenhofen (73)/Brücke Überbau Mitte FR Nü. + Mü. (73);Frickendorf;2,3;690741,0;5377438,0;*O:;A;9
32687;7435655-3;Brücke A 9 über GVS Frickendorf-Pfaffenhofen (73)/Brücke Überbau 1. Verbreiterung FR München (73);Frickendorf;1,6;690741,0;5377438,0;*O:;A;9
32688;7435657-1;Brücke A 9 ü.St2045 Freising-Pfaffenhofen(AS)(75)/Brücke Überbau 1. Verbreiterung FR Nürnberg (75);Schweitenkirchen;1,6;691265,0;5375634,0;*O:;A;9
32689;7435657-2;Brücke A 9 ü.St2045 Freising-Pfaffenhofen(AS)(75)/Brücke Überbau Mitte FR. Nü. + Mü. (75);Schweitenkirchen;2,2;691265,0;5375634,0;*O:;A;9
32690;7435657-3;Brücke A 9 ü.St2045 Freising-Pfaffenhofen(AS)(75)/Brücke Überbau 1. Verbreiterung FR München (75);Schweitenkirchen;1,6;691246,0;5375640,0;*O:;A;9
32691;7435658-1;Brücke A 9 über GVS Raffenstetten-Niederthann (76)/Brücke Überbau 1. Verbreiterung FR Nürnberg (76);Raffenstetten;1,0;691585,0;5375080,0;*O:;A;9
32692;7435658-2;Brücke A 9 über GVS Raffenstetten-Niederthann (76)/Brücke Überbau Mitte FR Nü. + Mü. (76);Raffenstetten;2,1;691585,0;5375080,0;*O:;A;9
32693;7435658-3;Brücke A 9 über GVS Raffenstetten-Niederthann (76)/Brücke Überbau 1. Verbreiterung FR München (76);Raffenstetten;1,1;691585,0;5375080,0;*O:;A;9
32694;7435659-0;Brücke A93 über FW Kemnathen-Beigelswinden (125);Beigelswinden;2,8;691389,0;5384219,0;*O:;A;93
32695;7435660-0;Brücke A93 über GVS Haunerhof-Beigelswinden (124);Beigelswinden;2,2;691713,0;5384588,0;*O:;A;93
32696;7435661-0;Brücke A93 über FW Thongräben-Lohwinden (123);Schermbach;2,7;692085,0;5385220,0;*O:;A;93
32697;7435663-1;Brücke A93 ü.DB(1gl)u.GVS Haushausen-Wolnz.(121)/Überbau FR Regensburg (121);Wolnzach;2,9;693689,0;5385769,0;*O:;A;93
32698;7435663-2;Brücke A93 ü.DB(1gl)u.GVS Haushausen-Wolnz.(121)/Überbau FR Holledau (121);Wolnzach;2,7;693689,0;5385769,0;*O:;A;93
32699;7435664-0;Brücke A93 über die Wolnzach (120);Wolnzach;2,6;693750,0;5385796,0;*O:;A;93
32700;7435665-1;Brücke A93 über K-PAF10 Wolnzach-Au (AS)(119)/Überbau FR Regensburg (119);Wolnzach;3,2;693994,0;5385902,0;*O:;A;93
32701;7435665-2;Brücke A93 über K-PAF10 Wolnzach-Au (AS)(119)/Überbau FR Holledau (119);Wolnzach;2,7;694007,0;5385917,0;*O:;A;93
32702;7435907-0;Brücke B13 über die Ilm;Förnbach;2,2;685493,0;5379443,0;*O:;B;13
32703;7436502-0;Brücke B 301 über Abens bei Enzelhausen;ENZELHAUSEN;2,2;702894,0;5384593,0;*O:;B;301
32704;7436519-0;Brücke B 301 über Abens bei Rudelzhausen;RUDELZHAUSEN;2,3;704204,0;5386117,0;*O:;B;301
32705;7436521-0;Brücke B 301 über Flut und GRW bei Rudelzhausen;RUDELZHAUSEN;1,9;704095,0;5386207,0;*O:;B;301
32706;7436525-0;Brücke B 301 über Wilddurchlass bei Au;AU IN DER HALLERTAU;1,5;702179,0;5380646,0;*O:;B;301
32707;7436526-0;Brücke B 301 über Halsberger Graben bei Au;AU IN DER HALLERTAU;2,0;701489,0;5380918,0;*O:;B;301
32708;7436527-0;Brücke B 301 über Abens und GRW bei Au;AU IN DER HALLERTAU;1,9;701390,0;5381043,0;*O:;B;301
32709;7436528-0;Brücke B 301 über Osseltshausener Str. und -graben;AU IN DER HALLERTAU;2,0;701303,0;5381699,0;*O:;B;301
32710;7436529-0;Brücke B 301 über FW bei Au;AU IN DER HALLERTAU;1,8;701286,0;5382151,0;*O:;B;301
32711;7436530-0;Brücke B 301 über Rudertshausner Graben bei Au;AU IN DER HALLERTAU;2,4;702201,0;5382908,0;*O:;B;301
32712;7438500-0;Brücke B11 über GRW bei Viecht;Viecht;1,1;726153,0;5376383,0;*O:;B;11
32713;7438502-0;Brücke B11 über den Tiefenbach bei Tiefenbach;Tiefenbach;2,4;728467,0;5377852,0;*O:;B;11
32714;7438504-0;Brücke B11 über Flutöffnung bei Schloßberg;Schloßberg;1,9;729650,0;5378433,0;*O:;B;11
32715;7438507-0;Brücke B11 über GRW und Roßbach in Landshut;Landshut;2,2;731790,0;5379801,0;*O:;B;11
32716;7438508-0;Brücke B 15 über Isar (Luitpoldbrücke) in Landshut;Landshut;2,0;732350,0;5380612,0;*O:;B;15
32717;7438509-0;Brücke B15 über den Hammerbach in Landshut;Landshut;1,7;731870,0;5381119,0;*O:;B;15
32718;7438510-0;Brücke B15 über Flutmulde u. Pfettrach in Landshut;Landshut;2,0;731514,0;5381720,0;*O:;B;15
32719;7438512-0;Brücke B15 über Liebigstraße in Landshut;Landshut;2,2;732427,0;5382052,0;*O:;B;15
32720;7438514-0;Brücke B299 über B15 in Landshut;Piflas;1,8;733192,0;5382735,0;*O:;B;299
32721;7438515-0;Brücke B15 Verbindungsarm M - Q über GRW;Ergolding-Piflas;2,3;733176,0;5382877,0;*O:;B;15
32722;7438516-0;Brücke B15 über GRW bei Piflas;Ergolding - Piflas;1,9;733378,0;5383074,0;*O:;B;15
32723;7438517-0;Brücke B15 über Roßbach und GW in Kumhausen;Kumhausen;2,1;733076,0;5378076,0;*O:;B;15
32724;7438519-0;Brücke B15 über Bach in Kumhausen;Kumhausen;1,8;733037,0;5378168,0;*O:;B;15
32725;7438522-0;Brücke B299 über Bach bei Arth;Arth;1,9;726020,0;5385671,0;*O:;B;299
32726;7438523-1;Brücke B299 über Schachtener Bach nördlich Arth;Arth;1,5;724927,0;5387199,0;*O:;B;299
32727;7438539-0;Brücke B299 über GRW bei Landshut;Landshut;2,2;732484,0;5383336,0;*O:;B;299
32728;7438540-0;Brücke B 299 über Bahn und GVS bei Landshut;Landshut;2,3;732250,0;5383537,0;*O:;B;299
32729;7438542-0;Brücke B299 über FW bei Pfettrach;Pfettrach;1,1;727244,0;5385017,0;*O:;B;299
32730;7438543-0;Brücke B299 über FW östl. Pfettrach;Pfettrach;2,0;727885,0;5384240,0;*O:;B;299
32731;7438544-0;Brücke B299 über LAs 26 bei Landshut;Landshut;2,2;731798,0;5383928,0;*O:;B;299
32732;7438546-0;Brücke B15 über GRW in Landshut;Landshut;2,0;732309,0;5380640,0;*O:;B;15
32733;7438552-0;Brücke B 299 über BMW-Werkstraße bei Landshut;Landshut;1,8;732442,0;5383373,0;*O:;B;299
32734;7438556-0;Brücke B299 über BMW-Rohrleitungen bei Landshut;Landshut;1,0;732453,0;5383363,0;*O:;B;299
32735;7438751-1;Brücke A 92 über Isar Flutmulde (46/2)/Überbau FR München (46/2);Weixerau;2,2;722469,0;5376539,0;*O:;A;92
32736;7438751-2;Brücke A 92 über Isar Flutmulde (46/2)/Überbau FR Deggendorf (46/2);Weixerau;2,2;722469,0;5376539,0;*O:;A;92
32737;7438752-1;Brücke A 92 über Plantagenweg (48/1)/Überbau FR München (48/1);Bruckbergerau;2,5;724028,0;5377275,0;*O:;A;92
32738;7438752-2;Brücke A 92 über Plantagenweg (48/1)/Überbau FR Deggendorf (48/1);Bruckbergerau;2,5;724028,0;5377275,0;*O:;A;92
32739;7438753-0;Brücke A 92 über GW (49/1);Bruckbergerau;2,1;725052,0;5377604,0;*O:;A;92
32740;7438755-0;Brücke A 92 über Klötzlmühlbach (50/2);Ellermühle;1,7;725806,0;5378130,0;*O:;A;92
32741;7438756-1;Brücke A 92 über Seebach (51/1)/Überbau FR München (51/1);Hofham;2,2;726242,0;5378631,0;*O:;A;92
32742;7438756-2;Brücke A 92 über Seebach (51/1)/Überbau FR Deggendorf (51/1);Hofham;2,2;726242,0;5378631,0;*O:;A;92
32743;7438758-1;Brücke A 92 über Isar Flutmulde I (52/11)/Überbau FR München (52/11);Münchnerau;2,2;726595,0;5379324,0;*O:;A;92
32744;7438758-2;Brücke A 92 über Isar Flutmulde I (52/11)/Überbau FR Deggendorf (52/11);Münchnerau;2,0;726595,0;5379324,0;*O:;A;92
32745;7438759-0;Brücke A92 über FW und Flutmulde II (52/12);Landshut;2,8;726737,0;5379895,0;*O:;A;92
32746;7438760-1;Brücke A92 über St2045 neu(AS Landshut-West)(52/2)/Überbau FR München (52/2);Landshut;2,7;726764,0;5380128,0;*O:;A;92
32747;7438760-2;Brücke A92 über St2045 neu(AS Landshut-West)(52/2)/Überbau FR Deggendorf (52/2);Landshut;2,7;726764,0;5380128,0;*O:;A;92
32748;7438761-1;Brücke A92 über DB München-Regensburg (53/2)/Überbau FR München (53/2);Landshut;2,8;726763,0;5380502,0;*O:;A;92
32749;7438761-2;Brücke A92 über DB München-Regensburg (53/2)/Überbau FR Deggendorf (53/2);Landshut;2,4;726763,0;5380502,0;*O:;A;92
32750;7438762-1;Brücke A92 über FW und Franzosengraben (53/3)/Überbau FR München (53/3);Altdorf;2,3;726730,0;5380817,0;*O:;A;92
32751;7438762-2;Brücke A92 über FW und Franzosengraben (53/3)/Überbau FR Deggendorf (53/3);Altdorf;2,3;726730,0;5380817,0;*O:;A;92
32752;7438763-0;Brücke A92 über K-LA52 bei Eugenbach (54/1)/Brücke A 92 über K-LA52 bei Eugenbach (54/1);Eugenbach;3,0;726665,0;5381359,0;*O:;A;92
32753;7438764-1;Brücke A92 über FW (54/2)/Überbau FR München (54/2);Eugenbach;2,3;726667,0;5381719,0;*O:;A;92
32754;7438764-2;Brücke A92 über FW (54/2)/Überbau FR Deggendorf (54/2);Eugenbach;2,3;726667,0;5381719,0;*O:;A;92
32755;7438765-0;Brücke A92 über GVS Ostergaden-Eugenbach (55/1);Eugenbach;2,5;726781,0;5382257,0;*O:;A;92
32756;7438766-1;Brücke A92 über Tal und Buchergraben (55/2)/Überbau FR München (55/2);Eugenbach;2,7;727019,0;5382776,0;*O:;A;92
32757;7438766-2;Brücke A92 über Tal und Buchergraben (55/2)/Überbau FR Deggendorf (55/2);Eugenbach;2,7;727019,0;5382776,0;*O:;A;92
32758;7438767-1;Brücke A92 über die Pfettrach (56/2)/Überbau FR München (56/2);Altdorf;2,9;727798,0;5383641,0;*O:;A;92
32759;7438767-2;Brücke A92 über die Pfettrach (56/2)/Überbau FR Deggendorf (56/2);Altdorf;3,0;727798,0;5383641,0;*O:;A;92
32760;7438768-1;Brücke A92 über B299 (AS Altdorf) (57/1)/Überbau FR München (57/1);Altdorf;2,5;728337,0;5383950,0;*O:;A;92
32761;7438768-2;Brücke A92 über B299 (AS Altdorf) (57/1)/Überbau FR Deggendorf (57/1);Altdorf;2,5;728337,0;5383950,0;*O:;A;92
32762;7438771-1;Brücke A92 über FW (60/1)/Überbau FR München (60/1);Landshut;3,0;730965,0;5384696,0;*O:;A;92
32763;7438771-2;Brücke A92 über FW (60/1)/Überbau FR Deggendorf (60/1);Landshut;3,0;730965,0;5384696,0;*O:;A;92
32764;7438772-1;Brücke A92 über B299neu (AS Landshut-Nord)(60/2)/Überbau FR München (60/2);Landshut;2,8;731292,0;5384871,0;*O:;A;92
32765;7438772-2;Brücke A92 über B299neu (AS Landshut-Nord)(60/2)/Überbau FR Deggendorf (60/2);Landshut;2,7;731290,0;5384861,0;*O:;A;92
32766;7438775-1;Brücke A92 über St2143 bei Ergolding (62/1)/Überbau FR München (62/1);Ergolding;3,0;733012,0;5385741,0;*O:;A;92
32767;7438775-2;Brücke A92 über St2143 bei Ergolding (62/1)/Überbau FR Deggendorf (62/1);Ergolding;3,0;733012,0;5385741,0;*O:;A;92
32768;7438776-1;Brücke A92 über DB Regensburg-Landshut(2gl.)(62/2)/Überbau FR München (62/2);Ergolding;2,3;733146,0;5385793,0;*O:;A;92
32769;7438776-2;Brücke A92 über DB Regensburg-Landshut(2gl.)(62/2)/Überbau FR Deggendorf (62/2);Ergolding;2,7;733146,0;5385793,0;*O:;A;92
32770;7438778-0;Brücke A92 über Feldbach (62/3);Ergolding;2,7;733240,0;5385825,0;*O:;A;92
32771;7438906-0;Brücke B299 über GRW in Piflas;Piflas;1,1;733393,0;5382642,0;*O:;B;299
32772;7439502-0;Brücke B15 über GW und Graben bei Ergolding;Ergolding;2,2;734533,0;5384036,0;*O:;B;15
32773;7439504-0;Brücke B 15 über VA B 15 und GRW bei Ergolding;Ergolding;1,3;735133,0;5385445,0;*O:;B;15
32774;7439505-0;Brücke VA B 15 über Feldbach bei Altheim;Altheim bei Landshut;2,3;735493,0;5385597,0;*O:;B;15
32775;7439508-0;Brücke B15 VA über FW bei Altheim;Altheim;1,1;735236,0;5385549,0;*O:;B;15
32776;7439509-0;Brücke B15 über Bahn, Feldbach und FW;Altheim;1,3;735151,0;5385656,0;*O:;B;15
32777;7439510-0;Brücke B15 über GVS bei Altheim;Altheim;2,0;735837,0;5387576,0;*O:;B;15
32778;7439519-0;Brücke B299 über GVS bei Landshut;Landshut;1,2;734909,0;5381741,0;*O:;B;299
32779;7439522-0;Brücke B299 über GRW bei Landshut;Landshut;2,2;734899,0;5380870,0;*O:;B;299
32780;7439751-1;Brücke A92 über K-LA26 bei Ergolding (63/1)/Überbau FR München (63/1);Ergolding;2,8;733527,0;5385917,0;*O:;A;92
32781;7439751-2;Brücke A92 über K-LA26 bei Ergolding (63/1)/Überbau FR Deggendorf (63/1);Ergolding;2,7;733527,0;5385917,0;*O:;A;92
32782;7439753-1;Brücke A92 über K-LA26 nach Ergolding (64/1)/Überbau FR München (64/1);Altheim;2,8;734899,0;5386251,0;*O:;A;92
32783;7439753-2;Brücke A92 über K-LA26 nach Ergolding (64/1)/Überbau FR Deggendorf (64/1);Altheim;2,8;734899,0;5386251,0;*O:;A;92
32784;7439754-1;Brücke A92 über B15 Regensburg-Landshut (AS)(64/2)/Überbau FR München (64/2);Altheim;2,7;735134,0;5386298,0;*O:;A;92
32785;7439754-2;Brücke A92 über B15 Regensburg-Landshut (AS)(64/2)/Überbau FR Deggendorf (64/2);Altheim;2,8;735138,0;5386294,0;*O:;A;92
32786;7439756-0;Brücke A92 über Eichelbach (66/1);Altheim;1,8;736560,0;5386847,0;*O:;A;92
32787;7439758-0;Brücke A92 über Einsiedlergraben (66/3);Altheim;2,2;736890,0;5387048,0;*O:;A;92
32788;7439761-1;Brücke A92 ü.K-LA26 zur St2074 b. Altheim (65/1)/Überbau FR München (65/1);Altheim;2,4;735450,0;5386382,0;*O:;A;92
32789;7439761-2;Brücke A92 ü.K-LA26 zur St2074 b. Altheim (65/1)/Überbau FR Deggendorf (65/1);Altheim;2,3;735548,0;5386405,0;*O:;A;92
32790;7439902-0;Brücke B299 über die Große Isar in Landshut;Landshut;2,8;734377,0;5382070,0;*O:;B;299
32791;7439903-0;Brücke B299 über die Kleine Isar in Landshut;Landshut;2,8;733965,0;5382442,0;*O:;B;299
32792;7442521-0;Brücke B20 über St2112 bei Simbach;Simbach bei Landau;2,3;775014,0;5386129,0;*O:;B;20
32793;7442522-0;Brücke B20 über den Simbach bei Simbach;Simbach;1,0;775039,0;5386026,0;*O:;B;20
32794;7442524-0;Brücke B20 über GVS bei Simbach;südlich Simbach;1,1;775392,0;5385228,0;*O:;B;20
32795;7442528-0;Brücke B20 über den Urlsbach bei Malgersdorf;Malgersdorf;1,0;776892,0;5382665,0;*O:;B;20
32796;7442530-0;Brücke B20 über FW in Malgersdorf;Malgersdorf;1,9;776987,0;5382453,0;*O:;B;20
32797;7442531-0;Brücke B20 über den Kollbach in Malgersdorf;Malgersdorf;2,0;777015,0;5382334,0;*O:;B;20
32798;7442532-0;Brücke B20 über St 2115 bei Malgersdorf;Malgersdorf;1,0;777018,0;5382087,0;*O:;B;20
32799;7442533-0;Brücke B20 über FW bei Plamberg;Malgersdorf;1,0;776877,0;5381554,0;*O:;B;20
32800;7442535-0;Brücke B20 über FRW bei Kenoden;Malgersdorf;1,7;776502,0;5380685,0;*O:;B;20
32801;7446500-0;Brücke B8 über Bibersbach;Schalding;2,5;821246,0;5392009,0;*O:;B;8
32802;7446501-0;Brücke B8 über den Schaldingerbach;Schalding;1,6;821760,0;5391954,0;*O:;B;8
32803;7446502-0;Brücke B8 über GW bei Schalding;Schalding;2,3;822311,0;5391807,0;*O:;B;8
32804;7446503-0;Brücke B8 über 2 Industriegleise und Hofinger Bach;Heining;2,5;822405,0;5391768,0;*O:;B;8
32805;7446505-0;Brücke B8 über GW bei Heining;Passau/Heining;2,4;823526,0;5391183,0;*O:;B;8
32806;7446506-0;Brücke B8 über den Kellerbach bei Heining;Passau/Heining;2,7;823767,0;5391065,0;*O:;B;8
32807;7446507-0;Brücke B8 über Klafenbach bei Passau/Heining;Passau/Heining;2,5;824322,0;5390582,0;*O:;B;8
32808;7446508-0;Brücke B 8 über GW bei Heining;Passau/Heining;2,8;824450,0;5390441,0;*O:;B;8
32809;7446509-0;Brücke B 8 über GW beim Kachlet;Passau/Kachlet;2,8;824898,0;5389815,0;*O:;B;8
32810;7446511-0;Brücke B8 über den Steinbach;Passau/Auerbach;2,0;825582,0;5389605,0;*O:;B;8
32811;7446512-1;Brücke B8 über Hafengleis in Passau;Passau-Auerbach;2,6;826417,0;5389512,0;*O:;B;8
32812;7446513-1;Brücke B 8 über Haissengasse/Brücke B8 über Gehweg;Passau/Haissengasse;2,0;828253,0;5389784,0;*O:;B;8
32813;7446516-A;Brücke B 12 über die Donau (Schanzlbrücke)/Hauptbrücke Süd Schanzl;Passau/Brücke über die Donau;2,9;828640,0;5389790,0;*O:;B;12
32814;7446516-B;Brücke B 12 über die Donau (Schanzlbrücke)/Einhängeträger - Hauptbrücke Schanzl;Passau/Brücke über die Donau;2,3;828601,0;5389955,0;*O:;B;12
32815;7446516-C;Brücke B 12 über die Donau (Schanzlbrücke)/Hauptbrücke Nord Schanzl;Passau/Brücke über die Donau;2,5;828575,0;5390028,0;*O:;B;12
32816;7446518-0;Brücke B12 über die Ilz/Nord;Passau/Ilzstadt;1,1;829940,0;5390176,0;*O:;B;12
32817;7446519-0;Brücke B12 über DB;Passau-Auerbach;2,6;825442,0;5389526,0;*O:;B;12
32818;7446534-0;Brücke B12 über die Ilz/Süd;Passau/Ilzstadt;2,6;829980,0;5390011,0;*O:;B;12
32819;7446539-1;Brücke B12 über FW bei Sieglberg;Passau/Sieglberg;2,0;830142,0;5391860,0;*O:;B;12
32820;7446540-0;Brücke B12 über GW bei Grubweg;Passau-Grubweg;2,5;830060,0;5390909,0;*O:;B;12
32821;7446545-0;Brücke B12 über DB, Hammerbach u. GVS;Passau-Neustift;2,8;823968,0;5388387,0;*O:;B;12
32822;7446546-0;Brücke B12 über GVS Spitalhofstraße;Passau-Neustift;2,2;825307,0;5389324,0;*O:;B;12
32823;7446547-0;Brücke B12 über Hammerbach bei Neustift;Passau-Neustift;1,0;825344,0;5389383,0;*O:;B;12
32824;7446548-0;Brücke B12 über DB in Passau-Neustift;Passau / Neustift;2,5;825372,0;5389423,0;*O:;B;12
32825;7446551-1;Brücke B85 über B85 (Knotenbauwerk);Passau/Stelzlhof;2,7;826496,0;5389836,0;*O:;B;85
32826;7446552-1;Brücke B85 über Hang Hacklberg donauseitig;Passau/Hacklberg;3,3;827242,0;5389768,0;*O:;B;85
32827;7446553-1;Brücke B85 über GW in Hacklberg;Passau Hacklberg;2,5;827784,0;5389866,0;*O:;B;85
32828;7446564-0;Brücke B85 über FW bei Dietzing;Dietzing;2,1;825479,0;5391780,0;*O:;B;85
32829;7446569-0;Brücke B12 über GW am Anger;Passau / Anger;2,5;829654,0;5390027,0;*O:;B;12
32830;7446586-0;Brücke B12 ü  d Donau (nördl. Brückenkopf Hängebr);Passau;2,0;829810,0;5390007,0;*O:;B;12
32831;7446638-1;Brücke B12 über GRW bei Neustift;Passau-Neustift;1,8;825409,0;5389478,0;*O:;B;12
32832;7446640-1;Brücke B388 über GW bei Zahnradfabrik;Passau/Sulzsteg;2,0;831466,0;5390173,0;*O:;B;388
32833;7446643-2;Brücke B12 über B8 (FJS-Brücke)/Brücke B 8 über Gelände Steinbachmühle (Rampe);Passau/Auerbach;2,9;825602,0;5389678,0;*O:;B;8
32834;7446656-1;Brücke B85 über Hang Hacklberg landseitig/Brücke B85 über Hang Hacklberg lands. Hangbrücke;Passau/Hacklberg;2,5;827364,0;5389740,0;*O:;B;85
32835;7446657-1;Brücke B85 über GW -Bushaltestelle Hacklberg;Passau/Hacklberg;2,5;827093,0;5389852,0;*O:;B;85
32836;7446659-0;Brücke B8 über Parkplatz (SW-Rampe Schanzlbrücke);Passau;2,8;828415,0;5389812,0;*O:;B;8
32837;7446660-0;Brücke B12 über Gelände (NW-Rampe Schanzlbrücke);Passau;1,9;828495,0;5390007,0;*O:;B;12
32838;7446661-0;Brücke B12 ü Gelände (NO-Rampe Schanzl);Passau;2,7;828654,0;5390043,0;*O:;B;12
32839;7446711-0;Brücke A3 über die Donau bei Schalding (194);Schalding;2,9;822179,0;5391885,0;*O:;A;3
32840;7446713-0;Brücke A3 über GVS Richterstraße (196);Passau / Rittsteig;2,5;822571,0;5389046,0;*O:;A;3
32841;7446715-0;Brücke A3 ü. B12 von St2118-B12 (AS Pa-Mitte)(198)/Brücke A3 ü.B12 von St2118-B12 (AS Pa-Mitte) (198);Fürstenzell;2,9;823450,0;5388278,0;*O:;A;3
32842;7446716-1;Brücke A3 über Hammerbachtal bei Neustift (199)/Überbau FR Regensburg (199);Neustift;2,5;823656,0;5387997,0;*O:;A;3
32843;7446716-2;Brücke A3 über Hammerbachtal bei Neustift (199)/Überbau FR Linz (199);Neustift;3,0;823656,0;5387997,0;*O:;A;3
32844;7446717-0;Brücke A3 über Vorflutgraben (200);Neustift;2,0;823931,0;5387607,0;*O:;A;3
32845;7446718-0;Brücke A3 über Vorflutgraben (201);Neustift;2,0;824458,0;5386544,0;*O:;A;3
32846;7446719-0;Brücke A3 über Forstweg Irrsamer Steig (202);Passau;2,2;824488,0;5386459,0;*O:;A;3
32847;7446720-0;Brücke A3 über Graben (203);Neustift;2,0;824600,0;5386093,0;*O:;A;3
32848;7446721-0;Brücke A3 über Forstweg Neuburger Wald (204);Pfenningbach;2,3;824636,0;5385955,0;*O:;A;3
32849;7446722-0;Brücke A3 über Vorflutgraben (205);Neustift;2,0;824671,0;5385795,0;*O:;A;3
32850;7446723-0;Brücke A3 über Vorflutgraben (206);Neustift;2,0;824718,0;5385468,0;*O:;A;3
32851;7446727-0;Brücke A3 über FW Höchbauer-Brummer (210);Neukirchen am Inn;2,6;824433,0;5382774,0;*O:;A;3
32852;7446729-0;Brücke A3 über Vornbacher Bach (213);Neukirchen;2,8;823733,0;5381445,0;*O:;A;3
32853;7446730-0;Brücke A3 über GVS Eglsee-Niederreisching (214);Neukirchen;2,7;823642,0;5381285,0;*O:;A;3
32854;7446731-0;Brücke A3 über Wirtschaftsweg bei Fürstdobl (211);Fürstdobl;1,4;824138,0;5382131,0;*O:;A;3
32855;7447501-0;Brücke B388 über Bach bei PA-Zahnradfabrik;Passau / Sulzsteg;2,5;832116,0;5391503,0;*O:;B;388
32856;7447502-0;Brücke B388 über Bach bei Sulzsteg;Passau/Sulzsteg;2,6;832146,0;5391668,0;*O:;B;388
32857;7447503-0;Brücke B388 über Satzbach bei Löwmühle;Löwmühle;2,6;832769,0;5391892,0;*O:;B;388
32858;7447504-0;Brücke B388 über Hörreuterbach bei Kernmühle;Kernmühle;2,7;832760,0;5391891,0;*O:;B;388
32859;7447505-0;Brücke B388 über die Erlau;Erlau;2,6;837837,0;5389034,0;*O:;B;388
32860;7447522-0;Brücke B 388 über Bach bei Kernmühle;Kernmühle;2,8;834337,0;5391192,0;*O:;B;388
32861;7447524-0;Brücke B 388 über Griesenbach bei Obernzell;Obernzell;1,7;842544,0;5388643,0;*O:;B;388
32862;7447525-0;Brücke B388 über Hochwiestoblbach bei Kernmühle;Kernmühle;2,6;835232,0;5390370,0;*O:;B;388
32863;7448500-0;Brücke B388 über FW in Wildenranna;Wildenranna;2,3;848560,0;5391025,0;*O:;B;388
32864;7448501-0;Brücke B388 über Rannabach bei Wildenranna;Rannasäge;1,0;849174,0;5390834,0;*O:;B;388
32865;7448502-1;Brücke B388 über Rannabach bei Wildenranna/Brücke B388 über Rannabach (km 27,892);Pölzöd;2,7;849542,0;5390755,0;*O:;B;388
32866;7448502-2;Brücke B388 über Rannabach bei Wildenranna/Brücke B388 über Rannabach (km 27,880);Pölzöd;2,4;849530,0;5390756,0;*O:;B;388
32867;7448503-0;Brücke B388 über den Stierbach bei Wegscheid;Wegscheid;1,6;851087,0;5390822,0;*O:;B;388
32868;7513511-1;Brücke i.Z.der A5 über den Dorfbach/Brücke i.Z.der A 5 über Dorfbach,ostseits,FS Khe;Hohberg-Niederschopfheim;2,1;416757,0;5363054,0;*O:;A;5
32869;7513511-2;Brücke i.Z.der A5 über den Dorfbach/Brücke i.Z.der A 5 über Dorfbach,westseits,FS Base;Hohberg-Niederschopfheim;2,1;416757,0;5363054,0;*O:;A;5
32870;7513512-1;Brücke i.Z.der A5 über den Dorfbach/Brücke i.Z.der A5 über d.Dorfbach,ostseits,FS Khe;77948 Friesenheim-Oberschopfheim;2,8;415842,0;5362129,0;*O:;A;5
32871;7513512-2;Brücke i.Z.der A5 über den Dorfbach/Brücke i.Z.der A5 über d. Dorfbach,westseits,FS Bs;77948 Friesenheim-Oberschopfheim;2,8;415842,0;5362129,0;*O:;A;5
32872;7513514-1;Brücke i.Z.der A5 über die Schutter/Brücke i.Z.d. A5 über die Schutter,ostseits,FS Khe;77743 Neuried-Schutterzell;2,0;415161,0;5361574,0;*O:;A;5
32873;7513514-2;Brücke i.Z.der A5 über die Schutter/Brücke i.Z.d A5 über die Schutter,westseits,FS Bs;77743 Neuried-Schutterzell;2,0;415161,0;5361574,0;*O:;A;5
