;bwnr;bauwerksname;ort;zn;x [m] UTM32;y [m] UTM32;Bez_Sachverhalt;Str_Kl;Str_Nr
223;1624515-0;A 210 / Kronsburger Graben (BW 1306)/;Bredenbek;2,3;553943,0;6019090,0;*O:;A;210
224;1625506-0;"A 210 / Wi-Weg ""Hohenschulen"" (BW 1318)/";Achterwehr;2,2;563930,0;6019454,0;*O:;A;210
225;1625508-0;A 210 / Gehweg und Au (BW 1311)/;Bredenbek;2,2;557539,0;6018817,0;*O:;A;210
226;1625511-0;A 210 / Wi-Weg (BW 1313)/;Achterwehr;2,3;560380,0;6019250,0;*O:;A;210
227;1625513-1;A 210 / Eiderringkanal (BW 1314)/Rifa KI - RD (nördl. Überbau);Achterwehr;1,9;562977,0;6019542,0;*O:;A;210
228;1625513-2;A 210 / Eiderringkanal (BW 1314)/Rifa RD - KI (südl. Überbau);Achterwehr;2,0;562977,0;6019542,0;*O:;A;210
229;1625514-1;A 210 / L 194 und DB/Rifa  KI - RD  (nördl. Überbau);Flemhude;2,5;563418,0;6019518,0;*O:;A;210
230;1625514-2;A 210 / L 194 und DB/Rifa  RD - KI  (südl. Überbau);Flemhude;2,5;563418,0;6019518,0;*O:;A;210
231;1626502-1;A 215 / A 210  [AK Kiel-West]/Rifa  Mettenhof - AD Bordesholm (BW 1037);Kiel-Mettenhof;2,3;568593,0;6018232,0;*O:;A;215
232;1626502-2;A 215 / A 210  [AK Kiel-West]/Rifa  AD Bordesholm - Mettenhof  (BW 1036);Kiel-Mettenhof;2,3;568609,0;6018184,0;*O:;A;215
233;1626508-0;A 215 / Struckdieks Au (BW 1023a)/;Kiel;2,0;569805,0;6018633,0;*O:;A;215
234;1626511-0;"B 503 / NOK (Hochbr. Holtenau ""Prinz-Heinr.-Br."")/Rifa Sprenge - Kiel";Kiel;2,3;572863,0;6025116,0;*O:;B;503
235;1626512-1;Äste der A 215 / DB (BW 1039)/Rifa Mettenhof - AD Bordesholm;Kiel-Mettenhof;2,5;568612,0;6018545,0;*O:;A;215
236;1626512-2;Äste der A 215 / DB (BW 1039)/Rifa AD Bordesholm - Mettenhof;Kiel-Mettenhof;2,3;568648,0;6018542,0;*O:;A;215
237;1626514-1;"B 76 / K 36 [KI] ""Olshausenstraße"",/Rifa  Lübeck";Kiel;2,0;572520,0;6022042,0;*O:;B;76
238;1626514-2;"B 76 / K 36 [KI] ""Olshausenstraße"",/Rifa  Eckernförde";Kiel;2,0;572520,0;6022042,0;*O:;B;76
239;1626515-0;"B 76 / NOK  (Hochbrücke ""Levensau"")/";Kiel;2,4;569999,0;6025037,0;*O:;B;76
240;1626516-0;"B 503 / NOK (Hochbrücke Holtenau ""Olympia-Brücke"")/Rifa Kiel - Sprenge";Kiel;2,5;572896,0;6025116,0;*O:;B;503
241;1626519-1;B 76 / MAK-Bahn, Wi-Weg/Rifa  Eckernförde - Kiel;Blickstedt;2,3;567619,0;6026308,0;*O:;B;76
242;1626519-2;B 76 / MAK-Bahn, Wi-Weg/Rifa  Kiel - Eckernförde;Blickstedt;2,0;567619,0;6026308,0;*O:;B;76
243;1626520-1;B 76 / K 24 [Kr. RD-ECK]/Rifa  Eckernförde - Kiel;Blickstedt;2,4;568719,0;6025727,0;*O:;B;76
244;1626520-2;B 76 / K 24 [Kr. RD-ECK]/Rifa  Kiel - Eckernförde;Blickstedt;2,4;568709,0;6025738,0;*O:;B;76
245;1626521-0;"B 76 / Geh- und Radweg ""Stadtparkweg""/";Kiel-Suchsdorf;2,9;570751,0;6024321,0;*O:;B;76
246;1626525-1;Äste der B 76 / Ast der B 503  (BW 1255a)/Rifa  Eckernförde - Kiel;Kiel;2,0;572648,0;6023043,0;*O:;B;76
247;1626525-2;Äste der B 76 / Ast der B 503  (BW 1255a)/Rifa Kiel - Eckernförde;Kiel;2,3;572601,0;6023139,0;*O:;B;76
248;1626526-0;"B 76 / Geh- und Radweg ""Schwarzer Weg""/";Kiel;1,9;572373,0;6023168,0;*O:;B;76
249;1626530-0;B 503 / MAK-Bahn/;Kiel-Altenholz;2,1;573843,0;6028232,0;*O:;B;503
250;1626533-1;"B 503 / Gem.Str. ""Friedrichsruher Weg""/Rifa Kiel - Sprenge";Kiel-Altenholz;1,7;574156,0;6027465,0;*O:;B;503
251;1626533-2;"B 503 / Gem.Str. ""Friedrichsruher Weg""/Rifa Sprenge - Kiel";Kiel-Altenholz;2,2;574156,0;6027465,0;*O:;B;503
252;1626534-1;B 503 / K 5 [KI]/Rifa Kiel-Sprenge;Kiel - Schusterkrug;2,0;574056,0;6026935,0;*O:;B;503
253;1626534-2;B 503 / K 5 [KI]/Rifa Sprenge-Kiel;Kiel - Schusterkrug;2,0;574022,0;6027004,0;*O:;B;503
254;1626535-0;"Ast der B 503 / Geh- u. Radweg ""Schusterkrug""/";Altenholz-Stift;2,0;574029,0;6026870,0;*O:;B;503
255;1626536-0;"B 503 / Geh- u. Radweg ""Schusterkrug""/";Altenholz-Stift;2,5;573829,0;6026673,0;*O:;B;503
256;1626540-0;"B 503 / Gem.Str. ""Wasserwerksweg"" (BW 1146)/";Kiel;2,3;572916,0;6024310,0;*O:;B;503
257;1626541-0;Ast der B 503, Rifa Holtenau-Wik / Geh- u. Radweg/;Kiel;1,9;573013,0;6024421,0;*O:;B;503
258;1626542-1;"Äste der B 503 / Geh- und Radweg ""Wiker Knoten""/Rifa Wik - Kiel";Kiel;1,9;573033,0;6024480,0;*O:;B;503
259;1626542-2;"Äste der B 503 / Geh- und Radweg ""Wiker Knoten""/Rifa Wik - Holtenau  BW 1148";Kiel;2,2;573051,0;6024483,0;*O:;B;503
260;1626544-1;"B 503 / K 22 [KI] ""Oskar-Kusch-Straße""/Rifa Kiel - Sprenge";Kiel;2,0;573164,0;6025585,0;*O:;B;503
261;1626544-2;"B 503 / K 22 [KI] ""Oskar-Kusch-Straße""/Rifa Sprenge - Kiel";Kiel;1,9;573151,0;6025597,0;*O:;B;503
262;1626563-0;Ast der A 215 / B 76 (BW 1267 B)/;Kiel;2,3;571667,0;6019259,0;*O:;A;215
263;1626585-1;B 503 / B 503 Rifa Wik-Kiel, Wiker Knoten (BW 1.3)/Rifa  Kiel - Sprenge;Kiel;2,3;572925,0;6024520,0;*O:;B;503
264;1626585-2;B 503 / B 503 Rifa Wik-Kiel, Wiker Knoten (BW 1.3)/Rifa  Sprenge - Kiel;Kiel;2,7;572925,0;6024520,0;*O:;B;503
265;1626619-0;B 503 / Geh- und Radweg, Wiker Knoten (BW 2.2)/Rifa Kiel - Wik;Kiel-Wik;2,0;573036,0;6024454,0;*O:;B;503
266;1626644-1;B 76 / VKP und Gemeindestraße/Rifa von Plön nach Kiel;Kiel;2,0;574951,0;6017406,0;*O:;B;76
267;1626644-2;B 76 / VKP und Gemeindestraße/Rifa von Kiel nach Plön;Kiel;1,9;574950,0;6017400,0;*O:;B;76
268;1627501-0;B 502 / Hagener Au/;Lutterbek;2,5;583112,0;6027627,0;*O:;B;502
269;1627502-0;"B 502 / Wi-Weg ""Lutterbek""/";Lutterbek;2,3;583213,0;6027762,0;*O:;B;502
270;1627512-0;"B 502 / Wildwechsel ""Mönkeberg"" (BW 15a)/";Mönkeberg;2,3;578514,0;6023323,0;*O:;B;502
271;1627514-0;B 502 / Graben 1.2 (Bw.27)/;Neuheikendorf;1,9;580973,0;6026240,0;*O:;B;502
272;1627518-0;B 502 / Wildpfad u. Mühlenbach (BW 25)/;Heikendorf;1,8;578867,0;6024760,0;*O:;B;502
273;1627520-0;B 502 / Graben 1.3 (Bw. 26)/;Brodersdorf;1,0;581865,0;6026879,0;*O:;B;502
274;1630500-0;B 202 / Mühlenau/;Weißenhaus;2,4;614337,0;6018403,0;*O:;B;202
275;1631509-1;A 1 / L 60  (BW 2.01) [AS Jahnshof]/Rifa Puttgarden - Hamburg;Oldenburg i.H.;2,0;624111,0;6019541,0;*O:;A;1
276;1631509-2;A 1 / L 60  (BW 2.01) [AS Jahnshof]/Rifa Hamburg - Puttgarden;Oldenburg i.H.;2,0;624111,0;6019541,0;*O:;A;1
277;1631510-1;A 1 / Wi-Weg  (BW 2.02)/Rifa Puttgarden - Hamburg;Oldenburg i.H.;2,1;624439,0;6020132,0;*O:;A;1
278;1631510-2;A 1 / Wi-Weg  (BW 2.02)/Rifa Hamburg - Puttgarden;Oldenburg i.H.;1,8;624439,0;6020132,0;*O:;A;1
279;1631511-1;A 1 / Wildwechsel + Wi-Weg (BW 2.03)/Rifa Puttgarden - Hamburg;Gremersdorf;2,2;625246,0;6020940,0;*O:;A;1
280;1631511-2;A 1 / Wildwechsel + Wi-Weg (BW 2.03)/Rifa Hamburg - Puttgarden;Gremersdorf;2,7;625246,0;6020940,0;*O:;A;1
281;1631513-1;A 1 / Dazendorfer Au  (BW 2.05)/Rifa Puttgarden - Hamburg;Dazendorf;2,2;626324,0;6023277,0;*O:;A;1
282;1631513-2;A 1 / Dazendorfer Au  (BW 2.05)/Rifa Hamburg - Puttgarden;Dazendorf;2,0;626324,0;6023277,0;*O:;A;1
283;1631514-1;A 1 / Gemeindestraße  (BW 2.06)/Rifa Puttgarden - Hamburg;Dazendorf;2,0;626586,0;6023749,0;*O:;A;1
284;1631514-2;A 1 / Gemeindestraße  (BW 2.06)/Rifa Hamburg - Puttgarden;Dazendorf;1,9;626586,0;6023749,0;*O:;A;1
285;1631515-1;A 1 / Wildwechsel  (BW 2.07)/Rifa Puttgarden - Hamburg;Heiligenhafen;2,0;627276,0;6024993,0;*O:;A;1
286;1631515-2;A 1 / Wildwechsel  (BW 2.07)/Rifa Hamburg - Puttgarden;Heiligenhafen;2,2;627276,0;6024993,0;*O:;A;1
287;1631516-1;A 1 / Äste A 1 (BW 530) [AS Heiligenhafen Mitte]/Rifa Puttgarden - Hamburg;Heiligenhafen;1,7;627579,0;6025479,0;*O:;A;1
288;1631516-2;A 1 / Äste A 1 (BW 530) [AS Heiligenhafen Mitte]/Rifa Hamburg - Puttgarden;Heiligenhafen;1,7;627590,0;6025463,0;*O:;A;1
289;1631521-1;"A 1 / Gem.Str. ""G 26""/Rifa Hamburg";Heiligenhafen;2,0;628501,0;6025690,0;*O:;A;1
290;1631521-2;"A 1 / Gem.Str. ""G 26""/Rifa Puttgarden (Fehmarn)";Heiligenhafen;2,1;628503,0;6025690,0;*O:;A;1
291;1631522-1;"A 1 / Gem.Str. ""Rosseer Weg"" (BW 532)/Rifa Hamburg";Heiligenhafen;2,5;628979,0;6025641,0;*O:;A;1
292;1631522-2;"A 1 / Gem.Str. ""Rosseer Weg"" (BW 532)/Rifa Puttgarden (Fehmarn)";Heiligenhafen;2,6;628979,0;6025641,0;*O:;A;1
293;1632502-0;B 501 / Dazendorfer Au/;Neukirchen;2,8;631527,0;6022111,0;*O:;B;501
294;1632503-0;"B 501 / Viehtrift ""Löhrstorf""/";Löhrstorf;2,5;631617,0;6022397,0;*O:;B;501
295;1632504-0;"B 207 / Viehtrift ""Mittelhof""/";Großenbrode;2,2;634403,0;6027079,0;*O:;B;207
296;1632506-0;B 207 / K 42 [Kr. OH]/;Lütjenbrode;2,9;631910,0;6025960,0;*O:;B;207
297;1632507-0;B 207 / Gelände (ehem. Bahngleis)/;Lütjenbrode;2,5;632171,0;6026050,0;*O:;B;207
298;1632508-0;"B 207 / Wi-Weg ""Voß""/";Lütjenbrode;2,3;632579,0;6026237,0;*O:;B;207
299;1632512-1;A 1 / B 501 (BW 533) [AS Heiligenhafen Ost]/Rifa Hamburg;Heiligenhafen;1,8;630576,0;6025734,0;*O:;A;1
300;1632512-2;A 1 / B 501 (BW 533) [AS Heiligenhafen Ost]/Rifa Puttgarden;Heiligenhafen;2,5;630576,0;6025734,0;*O:;A;1
301;1642504-0;B 105, UF Uhlenbäk/Brücke;Karnin;2,0;747061,0;6023836,0;*O:;B;105
302;1642508-0;B 105, UF Zipker Bach/Brücke;Saatel;2,5;745841,0;6023523,0;*O:;B;105
303;1644506-0;B 96/L 296, ÜF B 96/Brücke;Altefähr;2,0;769466,0;6028005,0;*O:;B;96
304;1644512-A;B 96, 2.Strelasundquerung/Vorlandbrücke Stralsund, Plattenbalken BW 1.1;Stralsund;2,0;766948,0;6024967,0;*O:;B;96
305;1644512-B;B 96, 2.Strelasundquerung/Vorlandbrücke Stralsund, Hohlkasten  BW 1.2;Stralsund;1,7;767037,0;6025275,0;*O:;B;96
306;1644512-C;B 96, 2.Strelasundquerung/Ziegelgraben BW 2;Stralsund;2,2;767367,0;6025576,0;*O:;B;96
307;1644512-D;B 96, 2.Strelasundquerung/Vorlandbrücke Dänholm BW 3;Stralsund;2,4;767784,0;6025945,0;*O:;B;96
308;1644512-E;B 96, 2.Strelasundquerung/Vorlandbrücke Strelasund  BW 4;Stralsund;2,5;768154,0;6026326,0;*O:;B;96
309;1644512-F;B 96, 2.Strelasundquerung/Strelasundbrücke  BW 5;Stralsund;2,4;768528,0;6026709,0;*O:;B;96
310;1644513-0;B 96, UF Radweg/Brücke;Altefähr;1,4;769057,0;6027259,0;*O:;B;96
311;1644516-1;B 96, UF Greifswalder Chaussee/Richtungsfahrbahn AS Feldstraße (Nord);Stralsund;2,3;766294,0;6024549,0;*O:;B;96
312;1644516-2;B 96, UF Greifswalder Chaussee/Richtungsfahrbahn Rügen (Süd);Stralsund;2,2;766294,0;6024549,0;*O:;B;96
313;1646501-0;B 96, UF Sehrower Bach (EN geplant)/Brücke;Stönkvitz;3,4;781334,0;6033579,0;*O:;B;96
314;1647502-0;B 196, UF Karower Bach/Brücke;Dalkvitz;2,7;793425,0;6036816,0;*O:;B;196
315;1719501-0;B 5 / Hemmer Au  (BW 9-1)/;Hemme;1,6;499196,0;6015513,0;*O:;B;5
316;1719502-0;B 5 / K 68 [Kr. Dithmarschen]  (BW 9-2)/;Hemme;2,5;498820,0;6015883,0;*O:;B;5
317;1719503-0;B 5 / Karolinenkooger Au  (BW 9-3)/;Hemme;1,5;498636,0;6016065,0;*O:;B;5
318;1719504-0;B 5 / Wirtschaftsweg [Privat] (BW 9-4)/;Hemme;1,5;498630,0;6016071,0;*O:;B;5
319;1720501-0;"B 5 / Wi-Weg ""Bauerweg""  (BW 12.03)/";Heide;2,0;502828,0;6007966,0;*O:;B;5
320;1720502-0;B 5 / DB  (BW 12.04)/;Heide;2,0;502729,0;6008375,0;*O:;B;5
321;1720504-0;B 5 / L 156  (BW 7-1)/;Hemme;2,2;500435,0;6014319,0;*O:;B;5
322;1722500-0;B 202 / Rinne/;Friedrichsholm;2,3;528197,0;6016145,0;*O:;B;202
323;1722502-A;"B 203 / Eider  (""Eiderbrücke Lexfähre"")/Klappenkeller West";Lexfähre;3,4;528443,0;6008353,0;*O:;B;203
324;1722502-B;"B 203 / Eider  (""Eiderbrücke Lexfähre"")/Stahlklappbrücke";Lexfähre;3,4;528443,0;6008353,0;*O:;B;203
325;1722502-C;"B 203 / Eider  (""Eiderbrücke Lexfähre"")/Klappenkeller Ost";Lexfähre;3,0;528443,0;6008353,0;*O:;B;203
326;1722503-0;"B 203 / Alte Eider ""Alter Eiderarm""/";Lexfähre;2,9;528830,0;6008414,0;*O:;B;203
327;1723503-0;"B 202 / K 27 ""Itzehoer Chaussee"" [Kr. RD-ECK]/";Rendsburg;2,2;543252,0;6014813,0;*O:;B;202
328;1724500-0;B 77 / L 328/;Jevenstedt;2,0;543909,0;6009097,0;*O:;B;77
329;1724501-0;B 77 / Jevenau/;Jevenstedt;2,5;544015,0;6009273,0;*O:;B;77
330;1724508-0;B 202 / Geh- u. Radweg + Viehtrieb/;Osterrönfeld;1,9;545316,0;6015770,0;*O:;B;202
331;1724509-0;"B 202 / Gem.Str. ""Aukamp""/";Osterrönfeld;1,9;545631,0;6015956,0;*O:;B;202
332;1724510-0;B 202 / Wehrau/;Osterrönfeld;2,0;545731,0;6016013,0;*O:;B;202
333;1724511-0;B 202 / L 255 (Bahnhofstr.)/;Osterrönfeld;2,0;545802,0;6016051,0;*O:;B;202
334;1724526-0;A 7 / Wehrau (BW 519)/;Rendsburg;2,2;552875,0;6011527,0;*O:;A;7
335;1724530-0;A 7 / Wehrau  (BW 523)/;Bokelholm;1,7;551227,0;6013619,0;*O:;A;7
336;1724533-1;A 7 / K 30 [Kr. RD-ECK] (BW 526)/Rifa HH - FL, Überbau Ost;Schülldorf;2,0;549464,0;6016864,0;*O:;A;7
337;1724533-2;A 7 / K 30 [Kr. RD-ECK] (BW 526)/Rifa FL - HH, Überbau West;Schülldorf;2,0;549464,0;6016864,0;*O:;A;7
338;1724536-0;A 210 / Ast der A 210 [AS Schacht-Audorf](BW 0005)/;Osterrönfeld;2,5;546234,0;6016306,0;*O:;A;210
339;1724537-0;A 210 / ehem. Industriebahn (BW 0006)/;Osterrönfeld;2,0;546710,0;6016423,0;*O:;A;210
340;1725500-1;A 7 / K 36 [Kr. RD-ECK]  (BW 514)/Rifa Hamburg - Flensburg;Warder;2,3;556394,0;6007387,0;*O:;A;7
341;1725500-2;A 7 / K 36 [Kr. RD-ECK]  (BW 514)/Rifa Flensburg - Hamburg;Warder;2,1;556394,0;6007387,0;*O:;A;7
342;1725501-0;A 7 / Mühlenau  (BW 515)/;Warder;2,5;556222,0;6007614,0;*O:;A;7
343;1725502-1;A 7 / L 48  (BW 516)/Rifa  HH - FL;Alt Mühlendorf;2,1;556103,0;6007819,0;*O:;A;7
344;1725502-2;A 7 / L 48  (BW 516)/Rifa  FL - HH;Alt Mühlendorf;2,3;556109,0;6007770,0;*O:;A;7
345;1726502-1;A 215 / Wi-Weg (BW 1008)/Rifa Kiel - Bordesholm;Blumenthal;2,0;566377,0;6009899,0;*O:;A;215
346;1726502-2;A 215 / Wi-Weg (BW 1008)/Rifa Bordesholm - Kiel;Blumenthal;2,0;566377,0;6009899,0;*O:;A;215
347;1726503-1;"A 215 / Wi-Weg ""Sprenge"" (BW 1009)/Rifa Kiel - Bordesholm";Rumohr;2,2;566564,0;6010819,0;*O:;A;215
348;1726503-2;"A 215 / Wi-Weg ""Sprenge"" (BW 1009)/Rifa Bordesholm - Kiel";Rumohr;2,3;566564,0;6010819,0;*O:;A;215
349;1726507-1;A 215 / K 6 [Kr. RD -ECK] (BW 1014)/Rifa Kiel - AD Bordesholm;Mielkendorf;2,0;568137,0;6015595,0;*O:;A;215
350;1726507-2;A 215 / K 6 [Kr. RD -ECK] (BW 1014)/Rifa AD Bordesholm - Kiel;Mielkendorf;2,0;568137,0;6015595,0;*O:;A;215
351;1726508-1;A 215 / Eider (BW 1015)/Rifa Kiel - AD Bordesholm;Mielkendorf;2,3;568130,0;6015933,0;*O:;A;215
352;1726508-2;A 215 / Eider (BW 1015)/Rifa AD Bordesholm - Kiel;Mielkendorf;2,4;568130,0;6015933,0;*O:;A;215
353;1726509-1;"A 215 / Gem.Str. ""Ihlkatenweg"" (BW 1016)/Rifa Kiel - Bordesholm";Kiel;2,0;568195,0;6016508,0;*O:;A;215
354;1726509-2;"A 215 / Gem.Str. ""Ihlkatenweg"" (BW 1016)/Rifa Bordesholm - Kiel";Kiel;2,0;568195,0;6016508,0;*O:;A;215
355;1726511-0;A 215 / Wi-Weg (BW 1019)/;Blumenthal;1,5;566108,0;6009264,0;*O:;A;215
356;1726512-0;"A 215 / Wi-Weg ""Rumohr"" (BW 1041)/";Rumohr;2,0;567206,0;6012303,0;*O:;A;215
357;1726513-0;"B 76 / Gehweg ""Kuckucksweg""/";Kiel;2,0;575544,0;6017255,0;*O:;B;76
358;1726516-0;"B 404 / Geh- u. Radweg ""Karlburg II""/";Kiel;2,0;573381,0;6016557,0;*O:;B;404
359;1726517-0;B 404 / Äste der B 404 (BW 101)/;Kiel;2,2;573409,0;6016640,0;*O:;B;404
360;1726518-0;B 404 / DB u. Gem.Str./;Kiel-Meimersdorf;2,8;573606,0;6016393,0;*O:;B;404
361;1726519-0;B 404 / Gem.Str./;Kiel-Kronsburg;2,9;573739,0;6016114,0;*O:;B;404
362;1726521-0;"B 404 / Wi-Weg ""Hamann""/";Kiel;2,0;574867,0;6013883,0;*O:;B;404
363;1726522-0;B 404 / Schlüsbek/;Kiel;1,9;574842,0;6013064,0;*O:;B;404
364;1726534-0;"A 215 / Geh- u. Radweg ""Ihlsee""/";Kiel;2,2;568375,0;6017218,0;*O:;A;215
365;1726537-1;"B 404 / K 1 [KI] ""Wellseedamm""/Rifa Segeberg - Kiel";Kiel-Wellsee;2,0;574344,0;6014946,0;*O:;B;404
366;1726537-2;"B 404 / K 1 [KI] ""Wellseedamm""/Rifa Kiel - Segeberg";Kiel-Wellsee;2,2;574343,0;6014946,0;*O:;B;404
367;1726538-0;"B 404 / Geh- und Radweg ""Neumeimersdorf""/";Neumeimersdorf;1,0;573958,0;6015386,0;*O:;B;404
368;1727500-0;B 202 / Schwentine/;Raisdorf;2,3;582403,0;6015500,0;*O:;B;202
369;1727502-0;"B 76 / K 1 [KI] ""Villacher Straße""/";Kiel-Elmschenhagen;2,8;576248,0;6017162,0;*O:;B;76
370;1727507-0;"B 76 / Gem.Str. ""Klosterweg""/";Kiel-Elmschenhagen;2,0;577790,0;6017193,0;*O:;B;76
371;1727508-1;B 76 / L 52/Rifa  Kiel - Plön;Klausdorf;2,1;578647,0;6016624,0;*O:;B;76
372;1727508-2;B 76 / L 52/Rifa  Plön - Kiel;Klausdorf;2,2;578654,0;6016627,0;*O:;B;76
373;1727513-0;B 76 / B 202/;Raisdorf;2,2;581200,0;6015314,0;*O:;B;76
374;1727514-0;"B 76 / Geh- und Radweg ""Rosenheim""/";Raisdorf;3,4;581308,0;6015150,0;*O:;B;76
375;1727524-0;"B 76 ""Preetzer Ch."" / Geh- und Radweg/";Kiel-Elmschenhagen;2,2;576565,0;6017144,0;*O:;B;76
376;1727536-0;"B 202 / Geh-u.Radweg ""Dütschfeldredder""/";Raisdorf;2,4;581318,0;6015382,0;*O:;B;202
377;1727539-0;B 202 / L 211  (Rastorfer Kreuz)/;Rastorf;2,4;584799,0;6015131,0;*O:;B;202
378;1727540-0;"B 76 / Ast der B 76  (BW 3) ""Weinberg""/";Preetz;2,0;583192,0;6011998,0;*O:;B;76
379;1727541-0;B 76 / Schwentine [Schwentinebrücke Preetz] (BW 5)/;Preetz;2,3;583730,0;6011877,0;*O:;B;76
380;1727542-0;B 76 / Gem.Str.  (BW 6)/;Preetz;1,9;584047,0;6011982,0;*O:;B;76
381;1727543-0;"Ast der B 76 ""Abfahrt Bredeneek"" / Graben (BW 7)/";Preetz;2,2;584144,0;6012018,0;*O:;B;76
382;1727547-0;"B 76 / Graben ""Lehmkuhlen"" (BW 10)/";Preetz;1,7;585612,0;6010857,0;*O:;B;76
383;1728500-0;"B 202 / Gehweg ""Bellin""/";Bellin;2,1;596051,0;6015982,0;*O:;B;202
384;1728501-0;"B 430 / Kossau/""Schönweide""";Schönweide;2,4;597690,0;6009158,0;*O:;B;430
385;1728508-0;"B 76 / Wildwechsel ""Sophienhof"" (BW 11.1)/";Sophienhof;2,0;587964,0;6008448,0;*O:;B;76
386;1728509-0;B 76 / Geh- und Radweg  (BW 12)/;Preetz;1,7;587966,0;6008123,0;*O:;B;76
387;1728510-0;"B 76 / K 53 [Kr. Plön] ""Trenter Weg""  (BW 13)/";Trent;2,1;587549,0;6007486,0;*O:;B;76
388;1728511-0;"B 76 / Graben ""Sophienhof"" (BW 14)/";Schellhorn;1,7;587602,0;6007118,0;*O:;B;76
389;1729500-0;B 202 / B 430 [AS Lütjenburg-Mitte]/;Lütjenburg;2,5;603073,0;6016727,0;*O:;B;202
390;1729502-0;B 202 / Kossau/;Lütjenburg;2,1;604345,0;6017032,0;*O:;B;202
391;1729503-0;B 202 / Alte Mühlenau/;Futterkamp;1,0;607150,0;6016669,0;*O:;B;202
392;1729504-0;B 202 / Mühlenau/;Futterkamp;1,1;607382,0;6016536,0;*O:;B;202
393;1729505-0;B 430 / Kossau (Rantzau I)/;Rantzau;2,8;598659,0;6010559,0;*O:;B;430
394;1729506-0;B 430 / Kossau (Rantzau II)/;Rantzau;2,2;598780,0;6010790,0;*O:;B;430
395;1729507-0;B 430 / Vogelsdorfer Au/;Lütjenburg;2,5;602893,0;6016291,0;*O:;B;430
396;1729516-0;"B 202 / Geh-u. Radweg ""Seekrug""/";Gottesgabe;2,0;598690,0;6017151,0;*O:;B;202
397;1730501-0;B 202 (BW 53) / Wanderau/;Farve;2,3;617051,0;6017215,0;*O:;B;202
398;1731501-1;"A 1 / Gem.Str. ""Manhagener Weg"" (BW 406)/Rifa Puttgarden - HL";Lensahn;2,1;623928,0;6008277,0;*O:;A;1
399;1731501-2;"A 1 / Gem.Str. ""Manhagener Weg"" (BW 406)/Rifa HL - Puttgarden";Lensahn;2,2;623928,0;6008277,0;*O:;A;1
400;1731504-1;"A 1 / Gem.Str. ""Brunskruger Weg""  (BW 501)/Rifa Lübeck";Lensahn;2,7;623831,0;6010495,0;*O:;A;1
401;1731504-2;"A 1 / Gem.Str. ""Brunskruger Weg""  (BW 501)/Rifa Puttgarden";Lensahn;2,0;623831,0;6010495,0;*O:;A;1
402;1731505-1;"A 1 / Wi-Weg ""Forstweg"" (BW 502)/Rifa Lübeck";Damlos;2,7;623363,0;6011640,0;*O:;A;1
403;1731505-2;"A 1 / Wi-Weg ""Forstweg"" (BW 502)/Rifa Puttgarden";Damlos;2,1;623363,0;6011640,0;*O:;A;1
404;1731506-1;A 1 / K 39 [Kr. OH] (BW 503)/Rifa Puttgarden - HH;Damlos;2,2;623135,0;6012383,0;*O:;A;1
405;1731506-2;A 1 / K 39 [Kr. OH] (BW 503)/Rifa HH - Puttgarden;Damlos;2,4;623135,0;6012383,0;*O:;A;1
406;1731508-1;"A 1 / Gem.Str. ""Sebenter Weg"" (BW 505)/Rifa Puttgarden - Lübeck";Oldenburg i.H.;2,7;622968,0;6014976,0;*O:;A;1
407;1731508-2;"A 1 / Gem.Str. ""Sebenter Weg"" (BW 505)/Rifa Lübeck - Puttgarden";Oldenburg i.H.;2,3;622968,0;6014976,0;*O:;A;1
408;1731509-0;A 1 / DB (BW 506)(BEBO-Bogen)/;Oldenburg i.H.;2,5;622900,0;6015092,0;*O:;A;1
409;1731512-1;"A 1 / Geh- und Radweg ""Lübbersdorf""  (BW 509/700)/Rifa Puttgarden - HL  (altes BWK)";Oldenburg i.H.;2,3;622277,0;6016560,0;*O:;A;1
410;1731512-2;"A 1 / Geh- und Radweg ""Lübbersdorf""  (BW 509/700)/Rifa HL - Puttgarden";Oldenburg i.H.;2,3;622277,0;6016560,0;*O:;A;1
411;1731513-1;A 1 / Oldenburger Graben/Rifa Puttgarden - HH;Oldenburg i.H.;2,7;621870,0;6017363,0;*O:;A;1
412;1731513-2;A 1 / Oldenburger Graben/Rifa HH - Puttgarden;Oldenburg i.H.;2,5;621870,0;6017363,0;*O:;A;1
413;1731520-1;A 1 / B 202 [AS Oldenburg-Süd]/Rifa Puttgarden - HH;Oldenburg i.H.;2,3;622033,0;6017038,0;*O:;A;1
414;1731520-2;A 1 / B 202 [AS Oldenburg-Süd]/Rifa HH - Puttgarden (altes Bwk);Oldenburg i.H.;2,5;622033,0;6017038,0;*O:;A;1
415;1731521-0;B 202 / Johannisbek/;Oldenburg i.H.;2,5;619806,0;6017197,0;*O:;B;202
416;1731522-0;B 202 / Randkanal/;Oldenburg i.H.;2,4;619732,0;6017187,0;*O:;B;202
417;1732500-0;B 501 / Oldenburger Graben/;Grube;2,5;632325,0;6012586,0;*O:;B;501
418;1739501-0;B 105, UF Wallbach/Brücke;Gelbensande;2,3;716798,0;6011622,0;*O:;B;105
419;1740501-0;B 105, UF Recknitz/Brücke;Ribnitz;2,3;725880,0;6016595,0;*O:;B;105
420;1740506-0;B 105, UF Haubach/Brücke;Altheide;1,5;718310,0;6012734,0;*O:;B;105
